,ID,duration,gamePeriod,health,number_alive,time,x,y
2192,11,298,1.5,100,51,20:47:22,2838.2753125,1009.11015625
2191,9,298,1.5,100,51,20:47:22,2423.92953125,3460.173125
2190,84,298,1.5,100,51,20:47:22,1360.10171875,3527.789375
2196,15,298,1.5,100,51,20:47:22,2777.788125,3635.120625
2186,66,298,1.5,86.19999694824219,51,20:47:22,1956.25328125,1940.78921875
2188,4,298,1.5,26.990005493164062,51,20:47:22,1998.8109375,1979.6503125
2187,67,298,1.5,100,51,20:47:22,1810.4828125,2250.934375
2185,2,298,1.5,100,51,20:47:22,2320.9828125,3721.2140625
2184,1,298,1.5,69.9000015258789,51,20:47:22,1878.01640625,2010.19140625
2183,0,298,1.5,100,51,20:47:22,1895.9578125,2021.17421875
2189,5,298,1.5,100,51,20:47:22,3217.8840625,2241.160625
2201,23,299,1.5,99.5999984741211,51,20:47:23,2446.883125,3818.0990625
2198,20,299,1.5,100,51,20:47:23,1283.13296875,1098.671796875
2199,21,299,1.5,100,51,20:47:23,2664.16,2484.21046875
2200,22,299,1.5,99.42778015136719,51,20:47:23,1926.32328125,2674.82125
2202,28,299,1.5,99.5999984741211,51,20:47:23,3347.045625,3388.825625
2203,58,299,1.5,100,51,20:47:23,1258.76,2832.7209375
2204,30,299,1.5,100,51,20:47:23,1052.293359375,2588.29578125
2205,34,299,1.5,0,51,20:47:23,826.17,2578.39171875
2206,31,299,1.5,100,51,20:47:23,3437.2221875,1564.8684375
2207,59,299,1.5,9.700000762939453,51,20:47:23,1942.57578125,2030.14
2208,71,299,1.5,100,51,20:47:23,1063.697890625,2849.889375
2209,72,299,1.5,46.15074157714844,51,20:47:23,805.5128125,2334.095
2210,49,299,1.5,100,51,20:47:23,2012.8309375,1172.9915625
2211,98,299,1.5,100,51,20:47:23,1854.3015625,2227.5625
2212,36,299,1.5,100,51,20:47:23,1608.36,2578.97171875
2213,73,300,1.5,100,51,20:47:24,849.64109375,2589.54890625
2214,99,300,1.5,98,51,20:47:24,3012.6321875,2011.33515625
2215,86,301,1.5,100,51,20:47:25,2565.14453125,2458.4025
2216,88,301,1.5,86.4000015258789,51,20:47:25,2500.66640625,1346.5103125
2218,61,302,1.5,100,51,20:47:26,2737.9128125,1943.86953125
2217,60,302,1.5,100,51,20:47:26,2516.6821875,2339.9146875
2219,75,303,1.5,63.810001373291016,51,20:47:27,3179.796875,816.64828125
2222,89,303,1.5,100,51,20:47:27,3351.35,1598.929375
2221,76,303,1.5,5.829998016357422,51,20:47:27,1942.12703125,1887.945625
2220,39,303,1.5,75,51,20:47:27,2551.5578125,1398.69640625
2223,90,304,1.5,100,51,20:47:28,1550.5346875,2178.6909375
2224,92,305,1.5,100,51,20:47:29,1218.79359375,2560.66609375
2227,53,305,1.5,100,51,20:47:29,2276.65359375,980.081640625
2226,40,305,1.5,100,51,20:47:29,1117.935390625,1808.4815625
2225,91,305,1.5,100,51,20:47:29,1703.43015625,3294.6565625
2230,41,306,1.5,88.6500015258789,51,20:47:30,1836.0015625,2749.0021875
2229,93,306,1.5,100,51,20:47:30,3560.260625,1093.90875
2228,94,306,1.5,100,51,20:47:30,3386.234375,2903.4371875
4440,0,307,1.5,0,51,20:47:31,1896.11109375,2021.55890625
2234,55,307,1.5,100,50,20:47:31,931.706640625,2123.81671875
2231,42,307,1.5,100,50,20:47:31,3513.7984375,1158.3425
2233,96,307,1.5,100,50,20:47:31,2053.955,2177.2965625
2232,82,307,1.5,100,50,20:47:31,2022.85359375,3315.095625
2244,9,308,1.5,100,50,20:47:32,2423.9009375,3459.4846875
2236,0,308,1.5,0,50,20:47:32,1896.11109375,2021.55890625
2235,2,308,1.5,100,50,20:47:32,2292.98953125,3702.400625
2249,16,308,1.5,100,50,20:47:32,2935.77125,1355.82203125
2247,15,308,1.5,98.79999542236328,50,20:47:32,2777.859375,3635.0846875
2246,43,308,1.5,100,50,20:47:32,2694.6090625,553.9126953125
2245,85,308,1.5,37.599998474121094,50,20:47:32,1804.7675,3764.2015625
2248,17,308,1.5,90.85047912597656,50,20:47:32,2800.399375,1475.6740625
2242,84,308,1.5,97.29744720458984,50,20:47:32,1368.744375,3387.94
2241,5,308,1.5,100,50,20:47:32,3203.9784375,2228.18390625
2240,4,308,1.5,30.990005493164062,50,20:47:32,2004.96,1952.92578125
2239,67,308,1.5,100,50,20:47:32,1833.44390625,2199.77734375
2238,66,308,1.5,88.19999694824219,50,20:47:32,1951.54703125,1918.62796875
2243,11,308,1.5,100,50,20:47:32,2784.861875,1007.4678125
2237,1,308,1.5,69.9000015258789,50,20:47:32,1886.11234375,2020.0259375
2258,30,309,1.5,100,50,20:47:33,1036.15734375,2585.05296875
2250,20,309,1.5,100,50,20:47:33,1287.7390625,1088.7571875
2251,21,309,1.5,100,50,20:47:33,2694.1209375,2470.61375
2252,23,309,1.5,95.59998321533203,50,20:47:33,2430.79921875,3782.2771875
2253,22,309,1.5,99.42778015136719,50,20:47:33,1913.0421875,2676.8653125
2254,28,309,1.5,95.59998321533203,50,20:47:33,3325.986875,3396.0421875
2255,58,309,1.5,100,50,20:47:33,1261.56609375,2819.820625
2256,31,309,1.5,100,50,20:47:33,3441.1090625,1594.95546875
2257,34,309,1.5,0,50,20:47:33,826.17,2578.39171875
2261,72,309,1.5,46.15074157714844,50,20:47:33,825.526953125,2327.8015625
2260,71,309,1.5,100,50,20:47:33,1106.4640625,2816.8409375
2264,36,309,1.5,100,50,20:47:33,1632.54421875,2573.61046875
2259,59,309,1.5,75,50,20:47:33,1937.85015625,2031.06453125
2262,49,309,1.5,100,50,20:47:33,2027.2203125,1121.87234375
2263,98,309,1.5,100,50,20:47:33,1865.37421875,2190.5625
2265,73,310,1.5,100,50,20:47:34,825.866015625,2578.4659375
2266,99,310,1.5,100,50,20:47:34,2980.25875,1991.16953125
2267,86,311,1.5,100,50,20:47:35,2546.28890625,2446.5653125
2268,88,311,1.5,87.4000015258789,50,20:47:35,2493.36109375,1354.4921875
2269,60,312,1.5,100,50,20:47:36,2485.06515625,2293.08171875
2270,61,312,1.5,100,50,20:47:36,2701.9678125,1958.88953125
2274,89,313,1.5,100,50,20:47:37,3228.5675,1524.28046875
2273,76,313,1.5,75,50,20:47:37,1940.10109375,1892.05953125
2272,39,313,1.5,75,50,20:47:37,2572.49828125,1387.3946875
2271,75,313,1.5,63.810001373291016,50,20:47:37,3179.796875,816.64828125
2275,90,314,1.5,100,50,20:47:38,1585.946875,2209.05875
2276,91,315,1.5,100,50,20:47:39,1707.58453125,3286.338125
2277,92,315,1.5,100,50,20:47:39,1203.92375,2564.563125
2278,40,315,1.5,100,50,20:47:39,1118.46796875,1810.15171875
2279,53,315,1.5,100,50,20:47:39,2277.7759375,979.464765625
2281,94,316,1.5,100,50,20:47:40,3403.1378125,2911.3765625
2282,41,316,1.5,90.6500015258789,50,20:47:40,1835.87953125,2747.698125
2280,93,316,1.5,80.72117614746094,50,20:47:40,3514.0240625,1054.56875
2283,42,317,1.5,100,50,20:47:41,3515.8784375,1114.3159375
2284,82,317,1.5,100,50,20:47:41,2060.6103125,3288.135625
2285,96,317,1.5,100,50,20:47:41,2053.955,2177.2965625
2286,55,317,1.5,100,50,20:47:41,934.919765625,2099.493125
2287,0,318,1.5,0,50,20:47:42,1896.11109375,2021.55890625
2301,15,318,1.5,94.79998016357422,50,20:47:42,2778.0575,3635.620625
2300,17,318,1.5,90.85047912597656,50,20:47:42,2755.51875,1268.003359375
2299,16,318,1.5,100,50,20:47:42,2927.10375,1375.5875
2298,43,318,1.5,100,50,20:47:42,2648.8334375,569.4795703125
2297,85,318,1.5,33.99998474121094,50,20:47:42,1795.918125,3759.540625
2296,9,318,1.5,100,50,20:47:42,2428.49328125,3402.0796875
2293,5,318,1.5,100,50,20:47:42,3175.7421875,2235.0559375
2292,4,318,1.5,37.99000549316406,50,20:47:42,1989.84859375,1924.47390625
2291,67,318,1.5,100,50,20:47:42,1840.03890625,2182.7525
2290,66,318,1.5,90.19999694824219,50,20:47:42,1947.47171875,1902.54078125
2289,2,318,1.5,97.59999084472656,50,20:47:42,2292.1946875,3685.791875
2288,1,318,1.5,69.9000015258789,50,20:47:42,1903.09390625,2023.24609375
2294,84,318,1.5,97.29744720458984,50,20:47:42,1439.3653125,3236.563125
2295,11,318,1.5,100,50,20:47:42,2731.21,996.9225
2305,23,319,1.5,91.59996795654297,50,20:47:43,2404.0328125,3728.06
2302,20,319,1.5,100,50,20:47:43,1291.722265625,1114.160859375
2303,21,319,1.5,100,50,20:47:43,2685.818125,2416.0653125
2304,22,319,1.5,99.42778015136719,50,20:47:43,1918.5375,2660.8871875
2306,28,319,1.5,91.59996795654297,50,20:47:43,3289.1878125,3400.081875
2308,30,319,1.5,100,50,20:47:43,1037.636640625,2592.08234375
2309,31,319,1.5,100,50,20:47:43,3408.7921875,1621.19015625
2310,34,319,1.5,0,50,20:47:43,826.17,2578.39171875
2311,59,319,1.5,75,50,20:47:43,1942.445625,2029.1596875
2312,71,319,1.5,100,50,20:47:43,1133.888671875,2775.7378125
2313,72,319,1.5,46.15074157714844,50,20:47:43,826.025078125,2327.4603125
2314,49,319,1.5,100,50,20:47:43,2056.55390625,1066.493671875
2315,98,319,1.5,100,50,20:47:43,1860.57953125,2166.945625
2316,36,319,1.5,100,50,20:47:43,1667.286875,2561.38171875
2307,58,319,1.5,100,50,20:47:43,1301.383984375,2775.4975
2318,99,320,1.5,100,50,20:47:44,2954.93,1980.13109375
2317,73,320,1.5,100,50,20:47:44,824.003046875,2580.21
2319,86,321,1.5,100,50,20:47:45,2554.865,2415.65171875
2320,88,321,1.5,88.4000015258789,50,20:47:45,2500.38953125,1347.37921875
2321,60,322,1.5,100,50,20:47:46,2476.61109375,2240.50828125
2322,61,322,1.5,100,50,20:47:46,2676.8115625,1953.27234375
2323,75,323,1.5,63.810001373291016,50,20:47:47,3179.796875,816.64828125
2324,39,323,1.5,78,50,20:47:47,2571.2659375,1376.8465625
2325,76,323,1.5,45.599998474121094,50,20:47:47,1918.27609375,1883.8128125
2326,89,323,1.5,100,50,20:47:47,3123.04,1293.13265625
2327,90,324,1.5,100,50,20:47:48,1619.85015625,2203.6021875
2329,91,325,1.5,100,50,20:47:49,1710.505625,3277.9715625
2330,40,325,1.5,100,50,20:47:49,1133.903984375,1813.93296875
2331,53,325,1.5,100,50,20:47:49,2230.2496875,996.193203125
2328,92,325,1.5,100,50,20:47:49,1200.13765625,2577.14546875
2333,93,326,1.5,61.43272399902344,49,20:47:50,3509.7234375,1060.09546875
2332,94,326,1.5,100,49,20:47:50,3390.94625,2908.68375
2334,41,326,1.5,94.6500015258789,49,20:47:50,1850.9675,2745.299375
4441,42,326,1.5,0,50,20:47:50,3515.711875,1114.331953125
2336,82,327,1.5,100,49,20:47:51,2065.7496875,3249.3621875
2337,96,327,1.5,100,49,20:47:51,2053.955,2177.2965625
2338,55,327,1.5,100,49,20:47:51,941.72890625,2095.62
2335,42,327,1.5,0,49,20:47:51,3515.711875,1114.331953125
2352,17,328,1.5,90.85047912597656,49,20:47:52,2767.09125,1175.957890625
2351,16,328,1.5,100,49,20:47:52,2930.6978125,1381.36109375
2350,43,328,1.5,100,49,20:47:52,2588.6209375,588.7246875
2349,85,328,1.5,29.999980926513672,49,20:47:52,1801.6696875,3707.444375
2348,9,328,1.5,100,49,20:47:52,2412.2728125,3355.090625
2347,11,328,1.5,100,49,20:47:52,2728.505625,991.519140625
2345,5,328,1.5,100,49,20:47:52,3175.7421875,2235.0559375
2344,4,328,1.5,40.99000549316406,49,20:47:52,1971.22578125,1919.62171875
2342,66,328,1.5,94.19999694824219,49,20:47:52,1926.51375,1890.603125
2341,1,328,1.5,69.9000015258789,49,20:47:52,1904.5003125,2032.75828125
2340,0,328,1.5,0,49,20:47:52,1896.11109375,2021.55890625
2339,2,328,1.5,93.5999755859375,49,20:47:52,2324.72015625,3674.6690625
2346,84,328,1.5,95.0448989868164,49,20:47:52,1522.58484375,3122.379375
2343,67,328,1.5,100,49,20:47:52,1862.7165625,2148.8659375
2353,15,328,1.5,90.79996490478516,49,20:47:52,2783.9859375,3604.47875
2356,23,329,1.5,87.5999526977539,49,20:47:53,2404.19234375,3710.954375
2367,36,329,1.5,100,49,20:47:53,1702.03859375,2534.778125
2366,98,329,1.5,100,49,20:47:53,1859.97390625,2160.94640625
2355,21,329,1.5,100,49,20:47:53,2681.9396875,2416.27890625
2364,72,329,1.5,78,49,20:47:53,826.025078125,2327.4603125
2363,71,329,1.5,100,49,20:47:53,1167.672578125,2757.649375
2362,59,329,1.5,75,49,20:47:53,1946.71859375,2032.274375
2365,49,329,1.5,100,49,20:47:53,2090.135625,1020.9846875
2360,31,329,1.5,100,49,20:47:53,3437.78625,1618.4553125
2359,58,329,1.5,100,49,20:47:53,1348.6003125,2737.3
2358,28,329,1.5,87.5999526977539,49,20:47:53,3255.5653125,3379.70625
2357,22,329,1.5,99.42778015136719,49,20:47:53,1902.585625,2662.219375
2361,30,329,1.5,100,49,20:47:53,1035.64484375,2583.97109375
2354,20,329,1.5,100,49,20:47:53,1286.135390625,1129.2690625
2368,73,330,1.5,100,49,20:47:54,825.249765625,2578.20453125
2369,99,330,1.5,100,49,20:47:54,2918.7228125,1968.7253125
4442,76,330,1.5,0,49,20:47:54,1918.33953125,1886.1275
2370,86,331,1.5,100,48,20:47:55,2538.185,2357.9096875
2371,88,331,1.5,90.4000015258789,48,20:47:55,2466.7459375,1364.71
4443,67,332,1.5,0,48,20:47:56,1885.8721875,2146.48421875
2372,60,332,1.5,100,47,20:47:56,2470.15671875,2185.49515625
2373,61,332,1.5,100,47,20:47:56,2665.634375,1952.2425
2377,89,333,1.5,100,47,20:47:57,2897.7903125,1223.8690625
2374,75,333,1.5,63.810001373291016,47,20:47:57,3178.3078125,817.415546875
2375,39,333,1.5,80,47,20:47:57,2583.24421875,1360.568125
2376,76,333,1.5,0,47,20:47:57,1918.33953125,1886.1275
2378,90,334,1.5,100,47,20:47:58,1645.55421875,2199.36875
2379,92,335,1.5,100,47,20:47:59,1201.560390625,2579.348125
2380,91,335,1.5,100,47,20:47:59,1698.8334375,3262.321875
2381,40,335,1.5,100,47,20:47:59,1115.00984375,1799.9596875
2382,53,335,1.5,100,47,20:47:59,2193.62734375,1036.257265625
2383,93,336,1.5,61.43272399902344,47,20:48:00,3529.5115625,1099.49578125
2384,94,336,1.5,97.59999084472656,47,20:48:00,3379.165,2883.0134375
2385,41,336,1.5,96.6500015258789,47,20:48:00,1859.845625,2729.730625
2386,82,337,1.5,100,47,20:48:01,2065.7496875,3249.3621875
2387,96,337,1.5,100,47,20:48:01,2053.955,2177.2965625
2388,55,337,1.5,100,47,20:48:01,957.20984375,2103.343125
2389,1,338,1.5,69.9000015258789,47,20:48:02,1936.77390625,2032.59390625
2390,0,338,1.5,0,47,20:48:02,1896.11109375,2021.55890625
2391,2,338,1.5,89.59996032714844,47,20:48:02,2330.7359375,3688.8446875
2403,16,338,1.5,100,47,20:48:02,2909.6753125,1348.35828125
2393,67,338,1.5,0,47,20:48:02,1885.8721875,2146.48421875
2402,15,338,1.5,86.7999496459961,47,20:48:02,2795.35875,3552.93125
2400,43,338,1.5,100,47,20:48:02,2554.758125,582.4184765625
2399,85,338,1.5,25.999984741210938,47,20:48:02,1804.25796875,3664.135
2398,9,338,1.5,100,47,20:48:02,2365.9496875,3306.904375
2401,17,338,1.5,90.85047912597656,47,20:48:02,2775.5371875,1147.513359375
2396,84,338,1.5,95.0448989868164,47,20:48:02,1686.2803125,2864.8428125
2395,5,338,1.5,100,47,20:48:02,3174.879375,2233.2321875
2394,4,338,1.5,43.99000549316406,47,20:48:02,1972.19515625,1915.60375
2397,11,338,1.5,100,47,20:48:02,2728.505625,991.519140625
2392,66,338,1.5,96.19999694824219,47,20:48:02,1918.12640625,1885.88515625
2411,30,339,1.5,100,47,20:48:03,1036.289765625,2585.68671875
2417,36,339,1.5,100,47,20:48:03,1730.283125,2495.48828125
2416,98,339,1.5,100,47,20:48:03,1846.45421875,2160.57390625
2415,49,339,1.5,100,47,20:48:03,2128.0209375,1005.833046875
2414,72,339,1.5,80,47,20:48:03,823.65171875,2312.346875
2413,71,339,1.5,100,47,20:48:03,1177.144296875,2750.640625
2412,59,339,1.5,75,47,20:48:03,1933.43375,2029.3759375
2409,58,339,1.5,100,47,20:48:03,1389.790625,2694.5578125
2408,28,339,1.5,83.59993743896484,47,20:48:03,3210.2403125,3345.7159375
2407,22,339,1.5,99.42778015136719,47,20:48:03,1910.1475,2661.6440625
2406,23,339,1.5,83.59993743896484,47,20:48:03,2390.51234375,3707.4975
2405,21,339,1.5,100,47,20:48:03,2671.5340625,2417.6471875
2404,20,339,1.5,100,47,20:48:03,1294.311484375,1128.5415625
2410,31,339,1.5,100,47,20:48:03,3462.3484375,1621.36453125
2418,73,340,1.5,100,47,20:48:04,860.484765625,2573.043125
2419,99,340,1.5,100,47,20:48:04,2896.2021875,1964.58328125
2420,86,341,1.5,100,47,20:48:05,2534.9703125,2330.185625
2421,88,341,1.5,91.4000015258789,47,20:48:05,2475.34453125,1365.31265625
2422,60,342,1.5,100,47,20:48:06,2482.5246875,2135.44875
2423,61,342,1.5,100,47,20:48:06,2640.655,1972.0465625
2426,89,343,1.5,100,47,20:48:07,2603.67515625,1209.6625
2424,75,343,1.5,63.810001373291016,47,20:48:07,3179.36375,818.41296875
2425,39,343,1.5,82,47,20:48:07,2550.45640625,1361.24890625
2427,90,344,1.5,100,47,20:48:08,1681.51671875,2223.45828125
2430,40,345,1.5,100,47,20:48:09,1143.98875,1800.0146875
2428,92,345,1.5,100,47,20:48:09,1201.360859375,2582.7409375
2429,91,345,1.5,100,47,20:48:09,1682.13578125,3207.8421875
2431,53,345,1.5,100,47,20:48:09,2186.62,1075.166796875
2432,93,346,1.5,71.43272399902344,47,20:48:10,3529.5115625,1099.49578125
2433,94,346,1.5,93.5999755859375,47,20:48:10,3388.44125,2833.6059375
2434,41,346,1.5,98.6500015258789,47,20:48:10,1859.5925,2739.275
2435,82,347,1.5,100,47,20:48:11,2065.7496875,3249.3621875
2436,96,347,1.5,100,47,20:48:11,2053.955,2177.2965625
2437,55,347,1.5,100,47,20:48:11,960.0615625,2099.42640625
2449,16,348,1.5,100,47,20:48:12,2894.2584375,1297.766953125
2450,15,348,1.5,82.79993438720703,47,20:48:12,2821.3215625,3498.3790625
2447,85,348,1.5,72.99999237060547,47,20:48:12,1804.81515625,3634.5515625
2446,9,348,1.5,100,47,20:48:12,2357.3159375,3253.16875
2448,43,348,1.5,100,47,20:48:12,2559.518125,579.5576953125
2444,84,348,1.5,90.62957763671875,47,20:48:12,1835.60890625,2776.4253125
2443,5,348,1.5,100,47,20:48:12,3168.8684375,2246.93671875
2445,11,348,1.5,100,47,20:48:12,2728.505625,991.519140625
2441,66,348,1.5,98.19999694824219,47,20:48:12,1917.64234375,1885.06515625
2440,1,348,1.5,69.9000015258789,47,20:48:12,1936.86875,2034.6421875
2439,2,348,1.5,85.59994506835938,47,20:48:12,2323.593125,3690.154375
2438,0,348,1.5,0,47,20:48:12,1896.11109375,2021.55890625
2442,4,348,1.5,46.99000549316406,47,20:48:12,1969.3846875,1921.25171875
2451,17,348,1.5,90.85047912597656,47,20:48:12,2763.68375,1111.07578125
2462,72,349,1.5,82,47,20:48:13,848.22265625,2276.63140625
2461,71,349,1.5,100,47,20:48:13,1223.96015625,2737.8696875
2460,59,349,1.5,75,47,20:48:13,1947.29234375,2029.848125
2459,31,349,1.5,100,47,20:48:13,3470.645625,1616.14171875
2458,30,349,1.5,100,47,20:48:13,1036.673203125,2586.39875
2456,28,349,1.5,79.59992218017578,47,20:48:13,3179.8690625,3312.879375
2455,23,349,1.5,79.59992218017578,47,20:48:13,2395.4759375,3687.770625
2454,22,349,1.5,99.42778015136719,47,20:48:13,1910.1475,2661.6440625
2453,21,349,1.5,100,47,20:48:13,2658.6434375,2417.23171875
2452,20,349,1.5,100,47,20:48:13,1292.97,1133.3790625
2457,58,349,1.5,100,47,20:48:13,1402.76703125,2675.3975
2464,98,349,1.5,100,47,20:48:13,1832.99390625,2155.97015625
2463,49,349,1.5,100,47,20:48:13,2148.47109375,1015.86859375
2465,36,349,1.5,100,47,20:48:13,1754.37421875,2493.58578125
2466,73,350,1.5,100,47,20:48:14,885.52703125,2536.0553125
2467,99,350,1.5,100,47,20:48:14,2862.0715625,1940.49515625
2468,86,351,1.5,100,47,20:48:15,2545.963125,2308.00921875
2469,88,351,1.5,92.4000015258789,47,20:48:15,2449.34609375,1353.53609375
2470,60,352,1.5,100,47,20:48:16,2486.4303125,2125.229375
2471,61,352,1.5,100,47,20:48:16,2646.7621875,1996.33609375
2472,75,353,1.5,63.810001373291016,47,20:48:17,3156.98875,821.52859375
2474,89,353,1.5,100,47,20:48:17,2320.07,1204.539453125
2473,39,353,1.5,84,47,20:48:17,2546.478125,1353.25515625
2475,90,354,1.5,100,47,20:48:18,1679.31953125,2235.12734375
2476,91,355,1.5,100,47,20:48:19,1701.0509375,3153.651875
2477,92,355,1.5,100,47,20:48:19,1197.2675,2599.24515625
2478,40,355,1.5,100,47,20:48:19,1126.7653125,1785.1003125
2479,53,355,1.5,100,47,20:48:19,2190.85453125,1084.005859375
2481,94,356,1.5,89.59996032714844,47,20:48:20,3365.700625,2808.6046875
2482,41,356,1.5,100,47,20:48:20,1854.83671875,2740.681875
2480,93,356,1.5,75.43272399902344,47,20:48:20,3522.49125,1111.5609375
2483,82,357,1.5,100,47,20:48:21,2066.2278125,3207.72625
2484,96,357,1.5,100,47,20:48:21,2026.6615625,2149.72671875
2485,55,357,1.5,100,47,20:48:21,959.67046875,2097.32171875
2499,15,358,1.5,78.79991912841797,47,20:48:22,2850.37,3441.6971875
2486,0,358,1.5,0,47,20:48:22,1896.11109375,2021.55890625
2487,1,358,1.5,69.9000015258789,47,20:48:22,1936.86875,2034.6421875
2488,2,358,1.5,85.59992980957031,47,20:48:22,2330.13328125,3687.8959375
2490,4,358,1.5,52.99000549316406,47,20:48:22,1982.07734375,1905.86703125
2492,84,358,1.5,90.62957763671875,47,20:48:22,1868.9328125,2791.5603125
2493,9,358,1.5,100,47,20:48:22,2410.19078125,3214.530625
2494,11,358,1.5,100,47,20:48:22,2728.505625,991.519140625
2495,85,358,1.5,68.9999771118164,47,20:48:22,1811.64015625,3575.5915625
2496,43,358,1.5,100,47,20:48:22,2559.518125,579.5576953125
2497,16,358,1.5,100,47,20:48:22,2910.9146875,1243.592265625
2498,17,358,1.5,93.85047912597656,47,20:48:22,2760.194375,1110.999609375
2491,5,358,1.5,100,47,20:48:22,3171.228125,2271.7809375
2489,66,358,1.5,100,47,20:48:22,1944.030625,1902.2603125
2502,22,359,1.5,99.42778015136719,47,20:48:23,1903.1965625,2655.25
2511,49,359,1.5,100,47,20:48:23,2162.93828125,996.489296875
2506,30,359,1.5,100,47,20:48:23,1036.299140625,2593.2046875
2507,31,359,1.5,100,47,20:48:23,3439.4678125,1628.8359375
2508,59,359,1.5,75,47,20:48:23,1945.72375,2031.73328125
2509,71,359,1.5,100,47,20:48:23,1269.32765625,2732.081875
2510,72,359,1.5,86,47,20:48:23,894.66046875,2241.33328125
2503,23,359,1.5,75.59990692138672,47,20:48:23,2389.6003125,3697.405
2512,98,359,1.5,100,47,20:48:23,1885.759375,2146.76921875
2505,58,359,1.5,100,47,20:48:23,1401.7734375,2676.3271875
2513,36,359,1.5,100,47,20:48:23,1792.92390625,2493.2059375
2501,21,359,1.5,100,47,20:48:23,2606.78234375,2414.88890625
2500,20,359,1.5,100,47,20:48:23,1299.9128125,1135.07328125
2504,28,359,1.5,78.59990692138672,47,20:48:23,3167.2659375,3296.52125
2515,99,360,1.5,100,47,20:48:24,2835.5109375,1934.98234375
2514,73,360,1.5,100,47,20:48:24,886.3921875,2498.93671875
2516,86,361,1.5,100,47,20:48:25,2562.5409375,2254.461875
2517,88,361,1.5,93.4000015258789,47,20:48:25,2438.2446875,1330.8915625
2518,60,362,1.5,100,47,20:48:26,2494.63671875,2121.0115625
2519,61,362,1.5,100,47,20:48:26,2656.24625,2002.0559375
2522,89,363,1.5,100,47,20:48:27,2093.16375,1087.611640625
2520,75,363,1.5,63.810001373291016,47,20:48:27,3116.44125,794.25578125
2521,39,363,1.5,88,47,20:48:27,2562.7803125,1352.0896875
4444,59,363,1.5,0,47,20:48:27,1945.3275,2031.29953125
2523,90,364,1.5,100,46,20:48:28,1676.52796875,2260.719375
2524,92,365,1.5,100,46,20:48:29,1204.609375,2607.071875
2525,91,365,1.5,100,46,20:48:29,1696.4953125,3097.3315625
2526,40,365,1.5,100,46,20:48:29,1106.3165625,1777.38421875
2527,53,365,1.5,100,46,20:48:29,2172.8309375,1093.750859375
2528,94,366,1.5,85.59994506835938,46,20:48:30,3358.500625,2767.1040625
2529,93,366,1.5,83.43272399902344,46,20:48:30,3515.4246875,1114.434765625
2530,41,366,1.5,100,46,20:48:30,1860.1575,2738.618125
2531,82,367,1.5,98.79999542236328,46,20:48:31,2051.723125,3147.564375
2532,96,367,1.5,100,46,20:48:31,2030.88390625,2151.27328125
2533,55,367,1.5,100,46,20:48:31,961.143203125,2103.2509375
2546,16,368,1.5,100,46,20:48:32,2905.9740625,1238.17296875
2545,15,368,1.5,74.7999038696289,46,20:48:32,2883.2353125,3386.781875
2544,17,368,1.5,95.85047912597656,46,20:48:32,2745.115625,1086.471875
2543,43,368,1.5,100,46,20:48:32,2544.9421875,575.931875
2542,85,368,1.5,64.99996185302734,46,20:48:32,1804.70671875,3517.69625
2541,11,368,1.5,100,46,20:48:32,2728.505625,991.519140625
2540,9,368,1.5,98.99998474121094,46,20:48:32,2465.38609375,3179.1259375
2538,5,368,1.5,100,46,20:48:32,3163.668125,2274.43671875
2537,4,368,1.5,55.99000549316406,46,20:48:32,1973.44328125,1928.495
2536,66,368,1.5,100,46,20:48:32,1944.453125,1895.85453125
2535,1,368,1.5,69.9000015258789,46,20:48:32,1941.98171875,2028.03234375
2534,2,368,1.5,83.59991455078125,46,20:48:32,2325.6859375,3676.9228125
2539,84,368,1.5,93.62957763671875,46,20:48:32,1871.368125,2792.485625
2555,59,369,1.5,0,46,20:48:33,1945.3275,2031.29953125
2560,36,369,1.5,100,46,20:48:33,1832.5296875,2495.3021875
2559,98,369,1.5,100,46,20:48:33,1886.0771875,2146.94609375
2558,49,369,1.5,100,46,20:48:33,2178.36609375,986.194296875
2557,72,369,1.5,88,46,20:48:33,949.971953125,2221.50296875
2556,71,369,1.5,100,46,20:48:33,1298.92828125,2723.9265625
2554,30,369,1.5,100,46,20:48:33,1036.89125,2587.50828125
2549,23,369,1.5,71.59989166259766,46,20:48:33,2384.29109375,3713.57125
2552,58,369,1.5,100,46,20:48:33,1404.65140625,2678.373125
2551,28,369,1.5,76.59989166259766,46,20:48:33,3121.4084375,3258.81375
2550,22,369,1.5,99.42778015136719,46,20:48:33,1926.7446875,2674.8971875
2548,21,369,1.5,100,46,20:48:33,2579.38875,2379.80828125
2547,20,369,1.5,100,46,20:48:33,1271.613359375,1126.16375
2553,31,369,1.5,100,46,20:48:33,3392.076875,1648.40671875
2561,73,370,1.5,100,46,20:48:34,891.9740625,2488.61234375
2562,99,370,1.5,100,46,20:48:34,2800.700625,1920.92171875
2563,86,371,1.5,100,46,20:48:35,2582.31640625,2261.2171875
2564,88,371,1.5,93.4000015258789,46,20:48:35,2486.118125,1318.2878125
2565,60,372,1.5,100,46,20:48:36,2499.5478125,2096.99296875
2566,61,372,1.5,100,46,20:48:36,2654.018125,2012.36109375
2569,89,373,1.5,100,46,20:48:37,1938.8809375,873.484375
2567,75,373,1.5,63.810001373291016,46,20:48:37,3089.119375,773.555078125
